8	9413
9	9413
10	9413
11	9413
12	9413
13	9413
14	9413
15	9413
16	9429
17	9429
18	9429
19	9429
20	9429
21	9430
22	9430
23	9429
24	9429
25	9432
26	9413
27	9431
28	9430
29	9449
30	9414
31	9429
32	9449
33	9445
34	9429
35	9450
36	9449
37	9445
38	9449
39	9448
40	9444
41	9449
42	9445
43	9447
44	9445
45	9445
46	9443
47	9464
48	9464
49	9427
50	9462
51	9461
52	9464
53	9461
54	9461
55	9461
56	9461
57	9462
58	9461
59	9461
60	9464
61	9463
62	9461
63	9480
64	9478
65	9478
66	9477
67	9477
68	9478
69	9477
70	9478
71	9476
72	9479
73	9481
74	9481
75	9481
76	9480
77	9498
78	9476
79	9462
80	9493
81	9494
82	9493
83	9493
84	9493
85	9496
86	9493
87	9498
88	9474
89	9493
90	9498
91	9495
92	9494
93	9495
94	9513
95	9494
96	9509
97	9509
98	9509
99	9509
100	9511
