1	172
2	340
3	508
4	676
5	844
6	1012
7	1180
8	1348
9	1516
10	1684
11	1852
12	2020
13	2188
14	2356
15	2524
16	2692
17	2860
18	3028
19	3196
20	3364
21	3532
22	3700
23	3868
24	4036
25	4204
26	4372
27	4540
28	4708
29	4876
30	5044
31	5212
32	5380
33	5548
34	5716
35	5884
36	6052
37	6220
38	6388
39	6556
40	6724
41	6892
42	7060
43	7228
44	7396
45	7564
46	7732
47	7900
48	8068
49	8236
50	8404
51	8572
52	8740
53	8908
54	9076
55	9244
56	9412
57	9580
58	9748
59	9916
60	10084
61	10252
62	10420
63	10588
64	10756
65	10924
66	11092
67	11260
68	11428
69	11596
70	11764
71	11932
72	12100
73	12268
74	12436
75	12604
76	12772
77	12940
78	13108
79	13276
80	13444
81	13612
82	13780
83	13948
84	14116
85	14284
86	14452
87	14620
88	14788
89	14956
90	15124
91	15292
92	15460
93	15628
94	15796
95	15964
96	16132
97	16300
98	16468
99	16636
100	16804
101	16972
102	17140
103	17308
104	17476
105	17644
106	17812
107	17980
108	18148
109	18316
110	18484
111	18652
112	18820
113	18988
114	19156
115	19324
116	19492
117	19660
118	19828
119	19996
120	20164
121	20332
122	20500
123	20668
124	20836
125	21004
126	21172
127	21340
128	21508
129	21676
130	21844
131	22012
132	22180
133	22348
134	22516
135	22684
136	22852
137	23020
138	23188
139	23356
140	23524
141	23692
142	23860
143	24028
144	24196
145	24364
146	24532
147	24700
148	24868
149	25036
150	25204
151	25372
152	25540
153	25708
154	25876
155	26044
156	26212
157	26380
158	26548
159	26716
160	26884
161	27052
162	27220
163	27388
164	27556
165	27724
166	27892
167	28060
168	28228
169	28396
170	28564
171	28732
172	28900
173	29068
174	29236
175	29404
176	29572
177	29740
178	29908
179	30076
180	30244
181	30412
182	30580
183	30748
184	30916
185	31084
186	31252
187	31420
188	31588
189	31756
190	31924
191	32092
192	32260
193	32428
194	32596
195	32764
196	32932
197	33100
198	33268
199	33436
200	33604
201	33772
202	33940
203	34108
204	34276
205	34444
206	34612
207	34780
208	34948
209	35116
210	35284
211	35452
212	35620
213	35788
214	35956
215	36124
216	36292
217	36460
218	36628
219	36796
220	36964
221	37132
222	37300
223	37468
224	37636
225	37804
226	37972
227	38140
228	38308
229	38476
230	38644
231	38812
232	38980
233	39148
234	39316
235	39484
236	39652
237	39820
238	39988
239	40156
240	40324
241	40492
242	40660
243	40828
244	40996
245	41164
246	41332
247	41500
248	41668
249	41836
250	42004
251	42172
252	42340
253	42508
254	42676
255	42844
256	43012
257	43180
258	43348
259	43516
260	43684
261	43852
262	44020
263	44188
264	44356
265	44524
266	44692
267	44860
268	45028
269	45196
270	45364
271	45532
272	45700
